event_id,timestamp,log_type,severity,scenario,event_source,event_name,principal_id,arn,cloud_source_ip,tags_json,request_parameters_json,user_agent,verb,resource_name,namespace,username,pod_ip,is_privileged,labels_json,controller_owner,service_type,rbac_change,session_type,session_name,issuer,token_ttl_seconds,is_true_anomaly
c3cab2ac-2ee6-4a44-a44f-a2035a2910db,2026-06-20T01:57:48+00:00,cloudtrail,INFO,baseline,eks.amazonaws.com,AccessKubernetesApi,flux-controller,arn:aws:iam::123456789012:role/ProdDeployRole,203.0.113.55,"{""Application"": ""api-gateway"", ""CostCenter"": ""cc-3110"", ""Environment"": ""stage"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""flux-controller""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""api-gateway-46882ad3""}",botocore/1,,,,,,,,,,,,,,,0
49dbc520-34f2-44bd-add4-7d321651a651,2026-06-20T01:57:57+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRoleWithWebIdentity,kube-scheduler,arn:aws:sts::123456789012:assumed-role/CICDRole/kube-scheduler-79575672,203.0.113.11,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-3110"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 900, ""provider"": ""github-oidc"", ""sessionName"": ""kube-scheduler-2dc8ccdd""}",botocore/1,,,,,,,,,,,service_account_token,kube-scheduler-69fdd77c0f,github-oidc,3600.0,0
be3a2786-d590-4e7f-9ef9-9a2a09db2da7,2026-06-20T01:58:10+00:00,k8s_audit,INFO,baseline,,,,,,,,,create,payment-processor-f4bc253c,infra,svc-metrics,172.19.4.189,0.0,"{""app"": ""payment-processor"", ""env"": ""stage"", ""managed-by"": ""github-actions"", ""owner"": ""payments""}",job/payment-processor-cleanup,ClusterIP,,,,,,0
9bdac029-201f-4ccb-90b6-3f560e3eb80c,2026-06-20T01:58:11+00:00,k8s_audit,INFO,baseline,,,,,,,,,scale-down,recommendation-engine-c8d5b3ee,kube-system,jenkins-deployer,172.19.5.227,0.0,"{""app"": ""recommendation-engine"", ""env"": ""stage"", ""managed-by"": ""github-actions"", ""owner"": ""payments""}",job/recommendation-engine-cleanup,ClusterIP,,,,,,0
fcbdd762-c166-4b5d-be12-35edd652b0c3,2026-06-20T01:58:19+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRole,hpa-controller,arn:aws:sts::123456789012:assumed-role/ProdDeployRole/hpa-controller-57aa86bf,10.0.1.17,"{""Application"": ""auth-service"", ""CostCenter"": ""cc-1042"", ""Environment"": ""infra"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""hpa-controller""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""auth-service-d1e60b6f""}",terraform/1.8,,,,,,,,,,,,,,,0
906af9c7-4dd0-4641-a944-a63b11ed170e,2026-06-20T01:58:46+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,GetCallerIdentity,argocd-svc,arn:aws:iam::123456789012:role/ProdDeployRole,203.0.113.10,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-1042"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 3600, ""provider"": ""oidc.eks.amazonaws.com"", ""sessionName"": ""argocd-svc-cc45dcad""}",aws-cli/2,,,,,,,,,,,federation,argocd-svc-b114ad6f1b,corp-saml,900.0,0
2bda9d41-b10c-4488-83cf-712869eb7cc6,2026-06-20T01:58:49+00:00,cloudtrail,INFO,baseline,s3.amazonaws.com,PutBucketTagging,ci-runner-svc,arn:aws:iam::123456789012:role/CICDRole,203.0.113.10,"{""Application"": ""metrics-adapter"", ""CostCenter"": ""cc-3110"", ""Environment"": ""stage"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""ci-runner-svc""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""metrics-adapter-183ff4cb""}",aws-cli/2,,,,,,,,,,,,,,,0
e3d2f22b-6307-4f19-a94d-d7a05232dd60,2026-06-20T01:59:15+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,GetCallerIdentity,devops-pipeline,arn:aws:iam::123456789012:role/ProdDeployRole,203.0.113.10,"{""Application"": ""notification-svc"", ""CostCenter"": ""cc-1042"", ""Environment"": ""infra"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""devops-pipeline""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""notification-svc-94a1cdb9""}",github-actions-runner,,,,,,,,,,,,,,,0
adb3817b-bf71-4add-8e45-e6e47593530b,2026-06-20T02:00:26+00:00,k8s_audit,INFO,baseline,,,,,,,,,create,recommendation-engine-4f7457ea,production,svc-metrics,192.168.3.214,0.0,"{""app"": ""recommendation-engine"", ""env"": ""infra"", ""managed-by"": ""argocd"", ""owner"": ""payments""}",job/recommendation-engine-cleanup,ClusterIP,read-only-rolebinding,,,,,0
1b5ef4e9-e677-4f85-b8a0-c3e541d4c61b,2026-06-20T02:01:37+00:00,cloudtrail,INFO,baseline,s3.amazonaws.com,CreateBucket,flux-controller,arn:aws:iam::123456789012:role/ProdDeployRole,192.168.4.61,"{""Application"": ""recommendation-engine"", ""CostCenter"": ""cc-3110"", ""Environment"": ""infra"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""flux-controller""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""recommendation-engine-6db300b9""}",github-actions-runner,,,,,,,,,,,,,,,0
211b4af1-4b85-4360-acbb-d5f57984eaa0,2026-06-20T02:01:49+00:00,cloudtrail,INFO,baseline,s3.amazonaws.com,PutBucketTagging,svc-metrics,arn:aws:iam::123456789012:user/svc-metrics,203.0.113.11,"{""Application"": ""notification-svc"", ""CostCenter"": ""cc-1042"", ""Environment"": ""stage"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""svc-metrics""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""notification-svc-44dfcd11""}",terraform/1.8,,,,,,,,,,,,,,,0
db3899cb-cd4e-4392-a8a8-f6446ecd04ee,2026-06-20T02:02:54+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,GetCallerIdentity,hpa-controller,arn:aws:iam::123456789012:user/hpa-controller,203.0.113.55,"{""Application"": ""recommendation-engine"", ""CostCenter"": ""cc-1042"", ""Environment"": ""infra"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""hpa-controller""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""recommendation-engine-782be50f""}",terraform/1.8,,,,,,,,,,,,,,,0
a4d2a40a-7737-42eb-857e-bad62abc4528,2026-06-20T02:04:34+00:00,cloudtrail,INFO,baseline,s3.amazonaws.com,PutObject,flux-controller,arn:aws:iam::123456789012:role/ProdDeployRole,203.0.113.55,"{""Application"": ""api-gateway"", ""CostCenter"": ""cc-1042"", ""Environment"": ""infra"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""flux-controller""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""api-gateway-d0a37eb8""}",aws-cli/2,,,,,,,,,,,,,,,0
a01d639f-bac7-4098-a92e-6c2079b4c7e5,2026-06-20T02:05:29+00:00,k8s_audit,INFO,baseline,,,,,,,,,get,recommendation-engine-4028658b,infra,jenkins-deployer,10.0.0.137,0.0,"{""app"": ""recommendation-engine"", ""env"": ""infra"", ""managed-by"": ""github-actions"", ""owner"": ""payments""}",job/recommendation-engine-cleanup,,,,,,,0
c1b1ad6b-442d-43ff-b2e9-5d2536031cd9,2026-06-20T02:05:46+00:00,k8s_audit,INFO,baseline,,,,,,,,,delete,recommendation-engine-91ac9914,infra,argocd-svc,10.0.0.1,0.0,"{""app"": ""recommendation-engine"", ""env"": ""infra"", ""managed-by"": ""argocd"", ""owner"": ""payments""}",replicaset/recommendation-engine-rs,ClusterIP,read-only-rolebinding,,,,,0
d08fb3c2-4b60-4742-9ee2-bee3f8a9923c,2026-06-20T02:06:29+00:00,k8s_audit,INFO,baseline,,,,,,,,,create,api-gateway-df47c667,infra,kube-scheduler,192.168.3.224,0.0,"{""app"": ""api-gateway"", ""env"": ""prod"", ""managed-by"": ""hpa"", ""owner"": ""platform""}",replicaset/api-gateway-rs,ClusterIP,read-only-rolebinding,,,,,0
8b25e610-b666-4fea-ae5b-e6f3737a9b3a,2026-06-20T02:06:34+00:00,cloudtrail,INFO,baseline,s3.amazonaws.com,PutBucketTagging,metrics-server,arn:aws:iam::123456789012:user/metrics-server,203.0.113.55,"{""Application"": ""metrics-adapter"", ""CostCenter"": ""cc-1042"", ""Environment"": ""stage"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""metrics-server""}","{""ephemeral"": true, ""region"": ""us-east-1"", ""resource"": ""metrics-adapter-a7042d24""}",botocore/1,,,,,,,,,,,,,,,0
309e7a22-40b5-47d2-b6a6-0a55dcf021d4,2026-06-20T02:06:50+00:00,cloudtrail,INFO,baseline,s3.amazonaws.com,PutBucketTagging,ci-runner-svc,arn:aws:iam::123456789012:role/CICDRole,203.0.113.10,"{""Application"": ""api-gateway"", ""CostCenter"": ""cc-1042"", ""Environment"": ""infra"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""ci-runner-svc""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""api-gateway-2773d287""}",aws-cli/2,,,,,,,,,,,,,,,0
1896e073-a491-498f-8247-a8823c797b20,2026-06-20T02:08:54+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRole,github-actions-svc,arn:aws:sts::123456789012:assumed-role/ProdDeployRole/github-actions-svc-e9eefa13,203.0.113.10,"{""Application"": ""payment-processor"", ""CostCenter"": ""cc-2030"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""github-actions-svc""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""payment-processor-90952fc3""}",github-actions-runner,,,,,,,,,,,,,,,0
bff8b099-c970-4af5-a4a4-1d19da252fcd,2026-06-20T02:10:13+00:00,k8s_audit,INFO,baseline,,,,,,,,,create,api-gateway-091cfd3f,kube-system,github-actions-svc,172.19.5.58,0.0,"{""app"": ""api-gateway"", ""env"": ""stage"", ""managed-by"": ""hpa"", ""owner"": ""identity""}",replicaset/api-gateway-rs,ClusterIP,read-only-rolebinding,,,,,0
3304976c-60e2-4a1d-8ef3-b9f89933d012,2026-06-20T02:10:23+00:00,cloudtrail,INFO,baseline,s3.amazonaws.com,CreateBucket,jenkins-deployer,arn:aws:iam::123456789012:role/CICDRole,203.0.113.11,"{""Application"": ""payment-processor"", ""CostCenter"": ""cc-1042"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""jenkins-deployer""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""payment-processor-afa6db26""}",botocore/1,,,,,,,,,,,,,,,0
47cc87ab-308b-431a-990c-7b52f4be28d4,2026-06-20T02:10:31+00:00,k8s_audit,INFO,baseline,,,,,,,,,scale-up,recommendation-engine-977135cb,staging,svc-metrics,192.168.2.195,0.0,"{""app"": ""recommendation-engine"", ""env"": ""stage"", ""managed-by"": ""argocd"", ""owner"": ""platform""}",deployment/recommendation-engine,ClusterIP,read-only-rolebinding,,,,,0
f30e8f50-1cea-49d3-b59d-84c70a595c73,2026-06-20T02:10:56+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRole,metrics-server,arn:aws:sts::123456789012:assumed-role/ProdDeployRole/metrics-server-da5b68a2,192.168.1.182,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-3110"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 1800, ""provider"": ""github-oidc"", ""sessionName"": ""metrics-server-c29c58f6""}",terraform/1.8,,,,,,,,,,,assumed_role,metrics-server-7458c99fbc,corp-saml,1800.0,0
93642781-4b79-4da3-9852-3e28ffff0b5a,2026-06-20T02:13:53+00:00,k8s_audit,INFO,baseline,,,,,,,,,scale-up,metrics-adapter-ec96fc68,infra,jenkins-deployer,10.0.2.247,0.0,"{""app"": ""metrics-adapter"", ""env"": ""infra"", ""managed-by"": ""argocd"", ""owner"": ""identity""}",deployment/metrics-adapter,,,,,,,0
eb5e6d7c-7484-4a60-a68b-df5d1f5502b0,2026-06-20T02:14:35+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRole,kube-scheduler,arn:aws:sts::123456789012:assumed-role/CICDRole/kube-scheduler-b09ae31a,192.168.0.118,"{""Application"": ""metrics-adapter"", ""CostCenter"": ""cc-3110"", ""Environment"": ""stage"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""kube-scheduler""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""metrics-adapter-ff532a68""}",github-actions-runner,,,,,,,,,,,,,,,0
71dc8041-a186-4f85-a26b-8015cbac9914,2026-06-20T02:15:15+00:00,k8s_audit,INFO,baseline,,,,,,,,,get,metrics-adapter-064148ae,infra,devops-pipeline,10.0.3.183,0.0,"{""app"": ""metrics-adapter"", ""env"": ""prod"", ""managed-by"": ""argocd"", ""owner"": ""platform""}",deployment/metrics-adapter,ClusterIP,read-only-rolebinding,,,,,0
02b1ee70-091f-47be-a0ad-e3c3559bea8e,2026-06-20T02:15:32+00:00,cloudtrail,INFO,baseline,s3.amazonaws.com,PutObject,devops-pipeline,arn:aws:iam::123456789012:role/ProdDeployRole,203.0.113.10,"{""Application"": ""auth-service"", ""CostCenter"": ""cc-2030"", ""Environment"": ""stage"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""devops-pipeline""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""auth-service-6b5cd3c4""}",terraform/1.8,,,,,,,,,,,,,,,0
00aec410-994d-4384-999b-fd6ff02422b5,2026-06-20T02:15:48+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRoleWithWebIdentity,dev-alice,arn:aws:sts::123456789012:assumed-role/ProdDeployRole/dev-alice-53c2cde8,203.0.113.10,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-3110"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 900, ""provider"": ""saml.corp.example"", ""sessionName"": ""dev-alice-57587828""}",botocore/1,,,,,,,,,,,service_account_token,dev-alice-9690782281,corp-saml,900.0,0
69b8042c-ba17-4908-aff7-da67bc88c859,2026-06-20T02:15:54+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRoleWithWebIdentity,hpa-controller,arn:aws:sts::123456789012:assumed-role/CICDRole/hpa-controller-0661d96c,203.0.113.10,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-2030"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 1800, ""provider"": ""oidc.eks.amazonaws.com"", ""sessionName"": ""hpa-controller-a5669e75""}",botocore/1,,,,,,,,,,,service_account_token,hpa-controller-b5aef3ad29,corp-saml,900.0,0
43cb4a15-7699-4e73-96dc-e5ef40174c9a,2026-06-20T02:17:10+00:00,k8s_audit,INFO,baseline,,,,,,,,,delete,notification-svc-478dcb5a,staging,argocd-svc,172.19.2.40,0.0,"{""app"": ""notification-svc"", ""env"": ""stage"", ""managed-by"": ""github-actions"", ""owner"": ""identity""}",job/notification-svc-cleanup,ClusterIP,read-only-rolebinding,,,,,0
f07c77a2-563c-4abd-add5-27b9752c8b60,2026-06-20T02:17:31+00:00,k8s_audit,INFO,baseline,,,,,,,,,create,api-gateway-5f23a9fa,infra,kube-scheduler,10.0.4.248,0.0,"{""app"": ""api-gateway"", ""env"": ""infra"", ""managed-by"": ""hpa"", ""owner"": ""identity""}",replicaset/api-gateway-rs,,,,,,,0
4b763e11-6872-450e-8881-72604c1aa9da,2026-06-20T02:17:46+00:00,k8s_audit,INFO,baseline,,,,,,,,,create,notification-svc-75a79ff3,infra,argocd-svc,172.19.5.80,0.0,"{""app"": ""notification-svc"", ""env"": ""infra"", ""managed-by"": ""argocd"", ""owner"": ""payments""}",deployment/notification-svc,,,,,,,0
5ebd614b-e4fd-4252-961d-44b405487355,2026-06-20T02:18:17+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRole,devops-pipeline,arn:aws:sts::123456789012:assumed-role/ProdDeployRole/devops-pipeline-4be352a0,203.0.113.10,"{""Application"": ""api-gateway"", ""CostCenter"": ""cc-1042"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""devops-pipeline""}","{""ephemeral"": true, ""region"": ""us-east-1"", ""resource"": ""api-gateway-26ca740b""}",terraform/1.8,,,,,,,,,,,,,,,0
9c3261be-b338-426c-9ade-403774f923e8,2026-06-20T02:18:22+00:00,k8s_audit,INFO,baseline,,,,,,,,,scale-up,recommendation-engine-9a3e9ee8,production,argocd-svc,10.0.1.15,0.0,"{""app"": ""recommendation-engine"", ""env"": ""stage"", ""managed-by"": ""github-actions"", ""owner"": ""identity""}",job/recommendation-engine-cleanup,ClusterIP,read-only-rolebinding,,,,,0
c40b6ddd-03bb-48a7-b5f1-3ec76d5e76d9,2026-06-20T02:18:48+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,GetCallerIdentity,devops-pipeline,arn:aws:iam::123456789012:role/ProdDeployRole,203.0.113.10,"{""Application"": ""recommendation-engine"", ""CostCenter"": ""cc-1042"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""devops-pipeline""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""recommendation-engine-0bbfcf4e""}",terraform/1.8,,,,,,,,,,,,,,,0
59f5235a-4111-424d-b9a5-3be7bde07771,2026-06-20T02:20:54+00:00,k8s_audit,INFO,baseline,,,,,,,,,get,notification-svc-1e87e0a1,infra,kube-scheduler,172.19.3.43,0.0,"{""app"": ""notification-svc"", ""env"": ""infra"", ""managed-by"": ""hpa"", ""owner"": ""platform""}",deployment/notification-svc,ClusterIP,read-only-rolebinding,,,,,0
afb7e33c-03a3-43cf-af50-a5af1babe0dc,2026-06-20T02:22:18+00:00,cloudtrail,INFO,baseline,ec2.amazonaws.com,DescribeInstances,github-actions-svc,arn:aws:iam::123456789012:role/CICDRole,203.0.113.10,"{""Application"": ""auth-service"", ""CostCenter"": ""cc-2030"", ""Environment"": ""stage"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""github-actions-svc""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""auth-service-b9da5ecf""}",github-actions-runner,,,,,,,,,,,,,,,0
6c8aa59e-d732-4f0c-ae73-9895bd14aafe,2026-06-20T02:22:43+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRoleWithWebIdentity,flux-controller,arn:aws:sts::123456789012:assumed-role/CICDRole/flux-controller-8cad936c,203.0.113.10,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-3110"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 3600, ""provider"": ""github-oidc"", ""sessionName"": ""flux-controller-06ce93c1""}",aws-cli/2,,,,,,,,,,,service_account_token,flux-controller-9fce697666,github-oidc,1800.0,0
0b7a78da-372a-4be9-b4cf-80eab9a0f885,2026-06-20T02:23:19+00:00,cloudtrail,INFO,baseline,eks.amazonaws.com,AccessKubernetesApi,jenkins-deployer,arn:aws:iam::123456789012:role/CICDRole,203.0.113.11,"{""Application"": ""metrics-adapter"", ""CostCenter"": ""cc-1042"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""jenkins-deployer""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""metrics-adapter-cc5a500a""}",aws-cli/2,,,,,,,,,,,,,,,0
78316a16-c22b-405a-a53d-c93e8385fe61,2026-06-20T02:26:06+00:00,cloudtrail,INFO,baseline,ec2.amazonaws.com,DescribeInstances,argocd-svc,arn:aws:iam::123456789012:role/ProdDeployRole,203.0.113.55,"{""Application"": ""recommendation-engine"", ""CostCenter"": ""cc-1042"", ""Environment"": ""stage"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""argocd-svc""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""recommendation-engine-81b902da""}",github-actions-runner,,,,,,,,,,,,,,,0
87877bbc-a5d5-4949-adb0-1b150da6d9c4,2026-06-20T02:26:48+00:00,k8s_audit,INFO,baseline,,,,,,,,,scale-down,api-gateway-53f1e4bd,production,ci-runner-svc,172.19.0.75,0.0,"{""app"": ""api-gateway"", ""env"": ""infra"", ""managed-by"": ""hpa"", ""owner"": ""platform""}",job/api-gateway-cleanup,ClusterIP,,,,,,0
5eefe3cd-cf1a-46b7-87b0-d63aa098d567,2026-06-20T02:27:50+00:00,k8s_audit,INFO,baseline,,,,,,,,,delete,api-gateway-bde55917,staging,jenkins-deployer,172.19.2.48,0.0,"{""app"": ""api-gateway"", ""env"": ""stage"", ""managed-by"": ""hpa"", ""owner"": ""identity""}",deployment/api-gateway,,read-only-rolebinding,,,,,0
8f3b51db-7eaf-4455-9f58-c4a5eb7cd43e,2026-06-20T02:28:29+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRoleWithWebIdentity,flux-controller,arn:aws:sts::123456789012:assumed-role/CICDRole/flux-controller-c1913c9c,203.0.113.11,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-3110"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 1800, ""provider"": ""oidc.eks.amazonaws.com"", ""sessionName"": ""flux-controller-4ccb5f2a""}",github-actions-runner,,,,,,,,,,,service_account_token,flux-controller-23068d3670,corp-saml,3600.0,0
f03b88a4-bb70-4f84-a940-b3a493fa8519,2026-06-20T02:30:31+00:00,k8s_audit,INFO,baseline,,,,,,,,,scale-up,recommendation-engine-8bce7425,kube-system,github-actions-svc,172.19.2.84,0.0,"{""app"": ""recommendation-engine"", ""env"": ""stage"", ""managed-by"": ""github-actions"", ""owner"": ""identity""}",replicaset/recommendation-engine-rs,ClusterIP,,,,,,0
b959b5c6-71fb-4495-b771-49c0b70da65b,2026-06-20T02:30:47+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,GetCallerIdentity,ci-runner-svc,arn:aws:iam::123456789012:role/CICDRole,203.0.113.11,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-1042"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 3600, ""provider"": ""oidc.eks.amazonaws.com"", ""sessionName"": ""ci-runner-svc-e900fdef""}",botocore/1,,,,,,,,,,,federation,ci-runner-svc-6b14f13f5b,eks-oidc,900.0,0
630847bd-91a3-484f-a3c5-55aadbedf5e7,2026-06-20T02:31:05+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRole,jenkins-deployer,arn:aws:sts::123456789012:assumed-role/ProdDeployRole/jenkins-deployer-9bbccf2b,203.0.113.11,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-1042"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 1800, ""provider"": ""oidc.eks.amazonaws.com"", ""sessionName"": ""jenkins-deployer-11c223a8""}",botocore/1,,,,,,,,,,,assumed_role,jenkins-deployer-668aa1ff36,github-oidc,900.0,0
d5d52194-c409-4f5a-bd7f-fc336879c6b4,2026-06-20T02:31:34+00:00,k8s_audit,INFO,baseline,,,,,,,,,get,recommendation-engine-4448f365,monitoring,metrics-server,172.19.5.171,0.0,"{""app"": ""recommendation-engine"", ""env"": ""infra"", ""managed-by"": ""hpa"", ""owner"": ""identity""}",deployment/recommendation-engine,,,,,,,0
34b5c6ed-0adb-469f-9ef8-c3051d0d5f60,2026-06-20T02:31:40+00:00,cloudtrail,INFO,baseline,s3.amazonaws.com,PutObject,github-actions-svc,arn:aws:iam::123456789012:role/CICDRole,203.0.113.55,"{""Application"": ""payment-processor"", ""CostCenter"": ""cc-3110"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""github-actions-svc""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""payment-processor-a9222426""}",terraform/1.8,,,,,,,,,,,,,,,0
fc4a7066-5cfa-4989-9b38-3ab2c5de245f,2026-06-20T02:33:55+00:00,k8s_audit,INFO,baseline,,,,,,,,,create,auth-service-044d23cf,staging,github-actions-svc,10.0.0.233,0.0,"{""app"": ""auth-service"", ""env"": ""infra"", ""managed-by"": ""argocd"", ""owner"": ""identity""}",job/auth-service-cleanup,,read-only-rolebinding,,,,,0
3f2808b6-87ee-420f-b075-f4fae51f64c4,2026-06-20T02:33:56+00:00,k8s_audit,INFO,baseline,,,,,,,,,scale-up,notification-svc-478aa70b,production,kube-scheduler,10.0.2.20,0.0,"{""app"": ""notification-svc"", ""env"": ""prod"", ""managed-by"": ""hpa"", ""owner"": ""platform""}",deployment/notification-svc,,read-only-rolebinding,,,,,0
68156bca-ce91-4d1b-a6b7-a04df0e442a1,2026-06-20T02:34:55+00:00,k8s_audit,INFO,baseline,,,,,,,,,scale-down,recommendation-engine-6cd67abe,infra,dev-alice,172.19.5.141,0.0,"{""app"": ""recommendation-engine"", ""env"": ""infra"", ""managed-by"": ""github-actions"", ""owner"": ""platform""}",deployment/recommendation-engine,,read-only-rolebinding,,,,,0
750f3e6f-fce7-48bf-9378-095fb9ed6193,2026-06-20T02:35:02+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRole,github-actions-svc,arn:aws:sts::123456789012:assumed-role/ProdDeployRole/github-actions-svc-765814da,192.168.3.12,"{""Application"": ""notification-svc"", ""CostCenter"": ""cc-1042"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""github-actions-svc""}","{""ephemeral"": true, ""region"": ""ap-south-1"", ""resource"": ""notification-svc-d071def1""}",botocore/1,,,,,,,,,,,,,,,0
5949f0d3-aeec-413b-9ec4-f3492070c222,2026-06-20T02:35:27+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,AssumeRoleWithWebIdentity,hpa-controller,arn:aws:sts::123456789012:assumed-role/ProdDeployRole/hpa-controller-13fbdd87,203.0.113.55,"{""Application"": ""session-broker"", ""CostCenter"": ""cc-3110"", ""Environment"": ""prod"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""identity-platform""}","{""durationSeconds"": 1800, ""provider"": ""saml.corp.example"", ""sessionName"": ""hpa-controller-d9fc02f1""}",github-actions-runner,,,,,,,,,,,service_account_token,hpa-controller-56856eef2e,corp-saml,1800.0,0
1a39e38c-3ba8-44ed-ae4f-ca5670d2f0e6,2026-06-20T02:36:12+00:00,cloudtrail,INFO,baseline,sts.amazonaws.com,GetCallerIdentity,hpa-controller,arn:aws:iam::123456789012:user/hpa-controller,203.0.113.55,"{""Application"": ""notification-svc"", ""CostCenter"": ""cc-1042"", ""Environment"": ""stage"", ""ManagedBy"": ""ephemeral-risk-sim"", ""Owner"": ""hpa-controller""}","{""ephemeral"": true, ""region"": ""us-west-2"", ""resource"": ""notification-svc-3f1c2426""}",github-actions-runner,,,,,,,,,,,,,,,0
